id,cidade_uf
2901205,Anagé - CQ
2901304,Andaraí - PL
2901353,Andorinha - AA
2901403,Angical - CQ
2901502,Anguera - SD
2901601,Antas - LF
2901700,Antônio Cardoso - LS
2901809,Antônio Gonçalves - RQ
2901908,Aporá - LF
2901957,Apuarema - RQ
2902054,Araçás - SE
2902005,Aracatu - LS
2902104,Araci - SQ
2902203,Aramari - LS
2902252,Arataca - RQ
2902302,Aratuípe - LS
2902401,Aurelino Leal - PL
2902500,Baianópolis - SD
2902609,Baixa Grande - LS
2902658,Banzaê - SQ
2902708,Barra - SD
2902807,Barra da Estiva - SE
2902906,Barra do Choça - CQ
2903003,Barra do Mendes - SQ
2903102,Barra do Rocha - RQ
2903201,Barreiras - SQ
2903235,Barro Alto - SD
2903300,Barro Preto - SD
2903276,Barrocas - AA
2903409,Belmonte - AA
2903508,Belo Campo - LF
2903607,Biritinga - SE
2903706,Boa Nova - PL
2903805,Boa Vista do Tupim - LS
2903904,Bom Jesus da Lapa - CQ
2903953,Bom Jesus da Serra - RQ
2904001,Boninal - SQ
2904050,Bonito - AA
2904100,Boquira - CQ
2904209,Botuporã - RQ
2904308,Brejões - AA
2904407,Brejolândia - CQ
2904506,Brotas de Macaúbas - PL
2904605,Brumado - SQ
2904704,Buerarema - PL
2904753,Buritirama - LF
2904803,Caatiba - SD
2904852,Cabaceiras do Paraguaçu - RQ
2904902,Cachoeira - CQ
2905008,Caculé - CQ
2905107,Caém - SE
2905156,Caetanos - PL
2905206,Caetité - LF
2905305,Cafarnaum - LS
2905404,Cairu - AA
2905503,Caldeirão Grande - SE
2905602,Camacan - SD
2905701,Camaçari - SD
2905800,Camamu - LF
2905909,Campo Alegre de Lourdes - LS
2906006,Campo Formoso - SD
2906105,Canápolis - SD
2906204,Canarana - PL
2906303,Canavieiras - SD
2906402,Candeal - SD
2906501,Candeias - RQ
2906600,Candiba - LS
2906709,Cândido Sales - LS
2906808,Cansanção - SD
2906824,Canudos - LS
2906857,Capela do Alto Alegre - LF
2906873,Capim Grosso - CQ
2906899,Caraíbas - SD
2906907,Caravelas - SQ
2907004,Cardeal da Silva - AA
2907103,Carinhanha - SD
2907202,Casa Nova - SD
2907301,Castro Alves - RQ
2907400,Catolândia - SD
2907509,Catu - LF
2907558,Caturama - SE
2907608,Central - PL
2907707,Chorrochó - PL
2907806,Cícero Dantas - LS
2907905,Cipó - LS
2908002,Coaraci - PL
2908101,Cocos - AA
2908200,Conceição da Feira - LF
2908309,Conceição do Almeida - SQ
2908408,Conceição do Coité - SQ
2908507,Conceição do Jacuípe - SE
2908606,Conde - PL
2908705,Condeúba - SD
2908804,Contendas do Sincorá - SD
2908903,Coração de Maria - SE
2909000,Cordeiros - PL
2909109,Coribe - SD
2909208,Coronel João Sá - LF
2909307,Correntina - RQ
2909406,Cotegipe - SQ
2909505,Cravolândia - SE
2909604,Crisópolis - SQ
2909703,Cristópolis - RQ
2909802,Cruz das Almas - PL
2909901,Curaçá - SQ
2910008,Dário Meira - AA
2910057,Dias d Ávila - LF
2910107,Dom Basílio - AA
2910206,Dom Macedo Costa - SE
2910305,Elísio Medrado - CQ
2910404,Encruzilhada - SQ
2910503,Entre Rios - SD
2900504,Érico Cardoso - LS
2910602,Esplanada - SD
2910701,Euclides da Cunha - CQ
2910727,Eunápolis - SQ
2910750,Fátima - AA
2910776,Feira da Mata - SD
2910800,Feira de Santana - PL
2910859,Filadélfia - SE
2910909,Firmino Alves - SQ
2911006,Floresta Azul - SQ
2911105,Formosa do Rio Preto - PL
2911204,Gandu - SE
2911253,Gavião - AA
2911303,Gentio do Ouro - AA
2911402,Glória - SD
2911501,Gongogi - LF
2911600,Governador Mangabeira - SD
2911659,Guajeru - RQ
2911709,Guanambi - LF
2911808,Guaratinga - PL
2911857,Heliópolis - RQ
2911907,Iaçu - AA
2912004,Ibiassucê - SE
2912103,Ibicaraí - LS
2912202,Ibicoara - SD
2912301,Ibicuí - LS
2912400,Ibipeba - AA
2912509,Ibipitanga - CQ
2912608,Ibiquera - AA
2912707,Ibirapitanga - PL
2912806,Ibirapuã - RQ
2912905,Ibirataia - RQ
2913002,Ibitiara - SE
2913101,Ibititá - PL
2913200,Ibotirama - AA
2913309,Ichu - RQ
2913408,Igaporã - SD
2913457,Igrapiúna - SQ
2913507,Iguaí - CQ
2913606,Ilhéus - SQ
2913705,Inhambupe - LS
2913804,Ipecaetá - SQ
2913903,Ipiaú - LF
2914000,Ipirá - SE
2914109,Ipupiara - LF
2914208,Irajuba - SD
2914307,Iramaia - SD
2914406,Iraquara - PL
2914505,Irará - AA
2914604,Irecê - RQ
2914653,Itabela - LS
2914703,Itaberaba - RQ
2914802,Itabuna - SE
2914901,Itacaré - AA
2915007,Itaeté - AA
2915106,Itagi - CQ
2915205,Itagibá - SE
2915304,Itagimirim - SD
2915353,Itaguaçu da Bahia - SE
2915403,Itaju do Colônia - CQ
2915502,Itajuípe - CQ
2915601,Itamaraju - PL
2915700,Itamari - AA
2915809,Itambé - SQ
2915908,Itanagra - LS
2916005,Itanhém - CQ
2916104,Itaparica - SQ
2916203,Itapé - SQ
2916302,Itapebi - AA
2916401,Itapetinga - SD
2916500,Itapicuru - CQ
2916609,Itapitanga - LF
2916708,Itaquara - SQ
2916807,Itarantim - CQ
2916856,Itatim - LS
2916906,Itiruçu - LF
2917003,Itiúba - SQ
2917102,Itororó - PL
2917201,Ituaçu - PL
2917300,Ituberá - PL
2917334,Iuiu - RQ
2917359,Jaborandi - AA
2917409,Jacaraci - CQ
2917508,Jacobina - SE
2917607,Jaguaquara - SE
2917706,Jaguarari - RQ
2917805,Jaguaripe - LF
2917904,Jandaíra - RQ
2918001,Jequié - PL
2918100,Jeremoabo - SE
2918209,Jiquiriçá - SE
2918308,Jitaúna - LS
2918357,João Dourado - AA
2918407,Juazeiro - SD
2918456,Jucuruçu - LF
2918506,Jussara - SD
2918555,Jussari - CQ
2918605,Jussiape - SQ
2918704,Lafaiete Coutinho - LS
2918753,Lagoa Real - LF
2918803,Laje - PL
2918902,Lajedão - RQ
2919009,Lajedinho - SQ
2919058,Lajedo do Tabocal - RQ
2919108,Lamarão - SD
2919157,Lapão - SQ
2919207,Lauro de Freitas - RQ
2919306,Lençóis - SD
2919405,Licínio de Almeida - LS
2919504,Livramento de Nossa Senhora - CQ
2919553,Luís Eduardo Magalhães - LS
2919603,Macajuba - AA
2919702,Macarani - LS
2919801,Macaúbas - PL
2919900,Macururé - SD
2919926,Madre de Deus - RQ
2919959,Maetinga - PL
2920007,Maiquinique - RQ
2920106,Mairi - LF
2920205,Malhada - SD
2920304,Malhada de Pedras - SE
2920403,Manoel Vitorino - SQ
2920452,Mansidão - RQ
2920502,Maracás - SD
2920601,Maragogipe - SD
2920700,Maraú - SD
2920809,Marcionílio Souza - CQ
2920908,Mascote - PL
2921005,Mata de São João - CQ
2921054,Matina - SQ
2921104,Medeiros Neto - LF
2921203,Miguel Calmon - SD
2921302,Milagres - SQ
2921401,Mirangaba - SQ
2921450,Mirante - AA
2921500,Monte Santo - SE
2921609,Morpará - SQ
2921708,Morro do Chapéu - RQ
2921807,Mortugaba - SQ
2921906,Mucugê - AA
2922003,Mucuri - AA
2922052,Mulungu do Morro - AA
2922102,Mundo Novo - SQ
2922201,Muniz Ferreira - AA
2922250,Muquém do São Francisco - LF
2922300,Muritiba - CQ
2922409,Mutuípe - SE
2922508,Nazaré - RQ
2922607,Nilo Peçanha - LF
2922656,Nordestina - SE
2922706,Nova Canaã - PL
2922730,Nova Fátima - LS
2922755,Nova Ibiá - CQ
2922805,Nova Itarana - LF
2922854,Nova Redenção - CQ
2922904,Nova Soure - AA
2923001,Nova Viçosa - LS
2923035,Novo Horizonte - AA
2923050,Novo Triunfo - RQ
2923100,Olindina - RQ
2923209,Oliveira dos Brejinhos - SQ
2923308,Ouriçangas - RQ
2923357,Ourolândia - LS
2923407,Palmas de Monte Alto - LS
2923506,Palmeiras - SQ
2923605,Paramirim - SQ
2923704,Paratinga - LS
2923803,Paripiranga - LF
2923902,Pau Brasil - SD
2924009,Paulo Afonso - AA
2924058,Pé de Serra - LS
2924108,Pedrão - RQ
2924207,Pedro Alexandre - SQ
2924306,Piatã - SQ
2924405,Pilão Arcado - SQ
2924504,Pindaí - LF
2924603,Pindobaçu - LF
2924652,Pintadas - CQ
2924678,Piraí do Norte - SQ
2924702,Piripá - LS
2924801,Piritiba - LF
2924900,Planaltino - PL
2925006,Planalto - CQ
2925105,Poções - LS
2925204,Pojuca - LF
2925253,Ponto Novo - AA
2925303,Porto Seguro - AA
2925402,Potiraguá - CQ
2925501,Prado - LF
2925600,Presidente Dutra - CQ
2925709,Presidente Jânio Quadros - LS
2925758,Presidente Tancredo Neves - SQ
2925808,Queimadas - PL
2925907,Quijingue - SQ
2925931,Quixabeira - SE
2925956,Rafael Jambeiro - PL
2926004,Remanso - PL
2926103,Retirolândia - SQ
2926202,Riachão das Neves - SE
2926301,Riachão do Jacuípe - PL
2926400,Riacho de Santana - RQ
2926509,Ribeira do Amparo - PL
2926608,Ribeira do Pombal - LS
2926657,Ribeirão do Largo - SE
2926707,Rio de Contas - SE
2926806,Rio do Antônio - SQ
2926905,Rio do Pires - SD
2927002,Rio Real - AA
2927101,Rodelas - SE
2927200,Ruy Barbosa - CQ
2927309,Salinas da Margarida - SE
2927408,Salvador - RQ
2927507,Santa Bárbara - RQ
2927606,Santa Brígida - CQ
2927705,Santa Cruz Cabrália - SE
2927804,Santa Cruz da Vitória - SD
2927903,Santa Inês - PL
2928059,Santa Luzia - LF
2928109,Santa Maria da Vitória - PL
2928406,Santa Rita de Cássia - PL
2928505,Santa Terezinha - CQ
2928000,Santaluz - LF
2928208,Santana - SQ
2928307,Santanópolis - SD
2928604,Santo Amaro - RQ
2928703,Santo Antônio de Jesus - LS
2928802,Santo Estêvão - CQ
2928901,São Desidério - SQ
2928950,São Domingos - CQ
2929107,São Felipe - RQ
2929008,São Félix - LF
2929057,São Félix do Coribe - SQ
2929206,São Francisco do Conde - PL
2929255,São Gabriel - AA
2929305,São Gonçalo dos Campos - SE
2929354,São José da Vitória - LS
2929370,São José do Jacuípe - SD
2929404,São Miguel das Matas - AA
2929503,São Sebastião do Passé - PL
2929602,Sapeaçu - PL
2929701,Sátiro Dias - SD
2929750,Saubara - PL
2929800,Saúde - SD
2929909,Seabra - AA
2930006,Sebastião Laranjeiras - PL
2930105,Senhor do Bonfim - PL
2930204,Sento Sé - LS
2930154,Serra do Ramalho - SD
2930303,Serra Dourada - RQ
2930402,Serra Preta - LS
2930501,Serrinha - PL
2930600,Serrolândia - PL
2930709,Simões Filho - LF
2930758,Sítio do Mato - LF
2930766,Sítio do Quinto - SE
2930774,Sobradinho - PL
2930808,Souto Soares - LS
2930907,Tabocas do Brejo Velho - SD
2931004,Tanhaçu - LF
2931053,Tanque Novo - SQ
2931103,Tanquinho - LF
2931202,Taperoá - AA
2931301,Tapiramutá - AA
2931350,Teixeira de Freitas - RQ
2931400,Teodoro Sampaio - LF
2931509,Teofilândia - PL
2931608,Teolândia - RQ
2931707,Terra Nova - CQ
2931806,Tremedal - SE
2931905,Tucano - LF
2932002,Uauá - LF
2932101,Ubaíra - SE
2932200,Ubaitaba - RQ
2932309,Ubatã - SQ
2932408,Uibaí - LS
2932457,Umburanas - AA
2932507,Una - LF
2932606,Urandi - CQ
2932705,Uruçuca - RQ
2932804,Utinga - RQ
2932903,Valença - LF
2933000,Valente - SD
2933059,Várzea da Roça - LS
2933109,Várzea do Poço - RQ
2933158,Várzea Nova - SQ
2933174,Varzedo - AA
2933208,Vera Cruz - AA
2933257,Vereda - PL
2933307,Vitória da Conquista - LS
2933406,Wagner - SD
2933455,Wanderley - CQ
2933505,Wenceslau Guimarães - CQ
2933604,Xique-Xique - SE
3100104,Abadia dos Dourados - LS
3100203,Abaeté - LS
3100302,Abre Campo - PL
3100401,Acaiaca - CQ
3100500,Açucena - RQ
3100609,Água Boa - CQ
3100708,Água Comprida - SE
3100807,Aguanil - CQ
3100906,Águas Formosas - RQ
3101003,Águas Vermelhas - LF
3101102,Aimorés - LF
3101201,Aiuruoca - LF
3101300,Alagoa - LS
3101409,Albertina - SE
3101508,Além Paraíba - SE
3101607,Alfenas - LS
3101631,Alfredo Vasconcelos - CQ
3101706,Almenara - LS
3101805,Alpercata - RQ
3101904,Alpinópolis - SQ
3102001,Alterosa - PL
3102050,Alto Caparaó - SE
3153509,Alto Jequitibá - LF
3102100,Alto Rio Doce - SE
3102209,Alvarenga - SQ
3102308,Alvinópolis - RQ
3102407,Alvorada de Minas - AA
3102506,Amparo do Serra - SQ
3102605,Andradas - SQ
3102803,Andrelândia - SD
3102852,Angelândia - CQ
3102902,Antônio Carlos - PL
3103009,Antônio Dias - LS
3103108,Antônio Prado de Minas - PL
3103207,Araçaí - SQ
3103306,Aracitaba - LS
3103405,Araçuaí - LS
3103504,Araguari - AA
3103603,Arantina - AA
3103702,Araponga - LS
3103751,Araporã - SD
3103801,Arapuá - SD
3103900,Araújos - SD
3104007,Araxá - LF
3104106,Arceburgo - AA
3104205,Arcos - SD
3104304,Areado - AA
3104403,Argirita - LS
3104452,Aricanduva - LF
3104502,Arinos - RQ
3104601,Astolfo Dutra - RQ
3104700,Ataléia - SQ
3104809,Augusto de Lima - SE
3104908,Baependi - PL
3105004,Baldim - PL
3105103,Bambuí - LS
3105202,Bandeira - RQ
3105301,Bandeira do Sul - SE
3105400,Barão de Cocais - CQ
3105509,Barão de Monte Alto - CQ
3105608,Barbacena - SQ
3105707,Barra Longa - CQ
3105905,Barroso - SQ
3106002,Bela Vista de Minas - RQ
3106101,Belmiro Braga - AA
3106200,Belo Horizonte - LF
3106309,Belo Oriente - LF
3106408,Belo Vale - CQ
3106507,Berilo - CQ
3106655,Berizal - AA
3106606,Bertópolis - PL
3106705,Betim - AA
3106804,Bias Fortes - LF
3106903,Bicas - LS
3107000,Biquinhas - PL
3107109,Boa Esperança - LF
3107208,Bocaina de Minas - PL
3107307,Bocaiúva - SE
3107406,Bom Despacho - SE
3107505,Bom Jardim de Minas - AA
3107604,Bom Jesus da Penha - RQ
3107703,Bom Jesus do Amparo - AA
3107802,Bom Jesus do Galho - RQ
3107901,Bom Repouso - AA
3108008,Bom Sucesso - PL
3108107,Bonfim - CQ
3108206,Bonfinópolis de Minas - SE
3108255,Bonito de Minas - PL
3108305,Borda da Mata - SE
3108404,Botelhos - SQ
3108503,Botumirim - RQ
3108701,Brás Pires - LF
3108552,Brasilândia de Minas - AA
3108602,Brasília de Minas - CQ
3108800,Braúnas - RQ
3108909,Brazópolis - PL
3109006,Brumadinho - AA
3109105,Bueno Brandão - CQ
3109204,Buenópolis - AA
3109253,Bugre - PL
3109303,Buritis - CQ
3109402,Buritizeiro - SQ
3109451,Cabeceira Grande - SE
3109501,Cabo Verde - CQ
3109600,Cachoeira da Prata - RQ
3109709,Cachoeira de Minas - SD
3102704,Cachoeira de Pajeú - LS
3109808,Cachoeira Dourada - RQ
3109907,Caetanópolis - SD
3110004,Caeté - LF
3110103,Caiana - CQ
3110202,Cajuri - SD
3110301,Caldas - PL
3110400,Camacho - RQ
3110509,Camanducaia - LF
3110608,Cambuí - SD
3110707,Cambuquira - CQ
3110806,Campanário - LF
3110905,Campanha - SE
3111002,Campestre - LS
3111101,Campina Verde - SD
3111150,Campo Azul - LF
3111200,Campo Belo - AA
3111309,Campo do Meio - LS
3111408,Campo Florido - LS
3111507,Campos Altos - SQ
3111606,Campos Gerais - LF
3111903,Cana Verde - RQ
3111705,Canaã - SQ
3111804,Canápolis - CQ
3112000,Candeias - SD
3112059,Cantagalo - SE
3112109,Caparaó - SQ
3112208,Capela Nova - LS
3112307,Capelinha - SQ
3112406,Capetinga - SD
3112505,Capim Branco - CQ
3112604,Capinópolis - RQ
3112653,Capitão Andrade - SD
3112703,Capitão Enéas - LS
3112802,Capitólio - LF
3112901,Caputira - SQ
3113008,Caraí - CQ
3113107,Caranaíba - SQ
3113206,Carandaí - SD
3113305,Carangola - SE
3113404,Caratinga - PL
3113503,Carbonita - PL
3113602,Careaçu - CQ
3113701,Carlos Chagas - PL
3113800,Carmésia - AA
3113909,Carmo da Cachoeira - RQ
3114006,Carmo da Mata - LF
3114105,Carmo de Minas - LF
3114204,Carmo do Cajuru - LF
3114303,Carmo do Paranaíba - AA
3114402,Carmo do Rio Claro - PL
3114501,Carmópolis de Minas - SD
3114550,Carneirinho - SD
3114600,Carrancas - AA
3114709,Carvalhópolis - SD
3114808,Carvalhos - RQ
3114907,Casa Grande - SD
3115003,Cascalho Rico - CQ
3115102,Cássia - AA
3115300,Cataguases - RQ
3115359,Catas Altas - PL
3115409,Catas Altas da Noruega - SD
3115458,Catuji - CQ
3115474,Catuti - PL
3115508,Caxambu - LF
3115607,Cedro do Abaeté - AA
3115706,Central de Minas - RQ
3115805,Centralina - RQ
3115904,Chácara - SQ
3116001,Chalé - LF
3116100,Chapada do Norte - LF
3116159,Chapada Gaúcha - LF
3116209,Chiador - AA
3116308,Cipotânea - SQ
3116407,Claraval - AA
3116506,Claro dos Poções - RQ
3116605,Cláudio - AA
3116704,Coimbra - CQ
3116803,Coluna - PL
3116902,Comendador Gomes - SQ
3117009,Comercinho - CQ
3117108,Conceição da Aparecida - SE
3115201,Conceição da Barra de Minas - PL
3117306,Conceição das Alagoas - SD
3117207,Conceição das Pedras - CQ
3117405,Conceição de Ipanema - SD
3117504,Conceição do Mato Dentro - LF
3117603,Conceição do Pará - SQ
3117702,Conceição do Rio Verde - RQ
3117801,Conceição dos Ouros - SD
3117836,Cônego Marinho - SD
3117876,Confins - PL
3117900,Congonhal - CQ
3118007,Congonhas - CQ
3118106,Congonhas do Norte - LF
3118205,Conquista - SD
3118304,Conselheiro Lafaiete - PL
3118403,Conselheiro Pena - SE
3118502,Consolação - CQ
3118601,Contagem - SQ
3118700,Coqueiral - SD
3118809,Coração de Jesus - SE
3118908,Cordisburgo - CQ
3119005,Cordislândia - PL
3119104,Corinto - RQ
3119203,Coroaci - RQ
3119302,Coromandel - AA
3119401,Coronel Fabriciano - AA
3119500,Coronel Murta - RQ
3119609,Coronel Pacheco - SE
3119708,Coronel Xavier Chaves - LS
3119807,Córrego Danta - PL
3119906,Córrego do Bom Jesus - SQ
3119955,Córrego Fundo - CQ
3120003,Córrego Novo - CQ
3120102,Couto de Magalhães de Minas - PL
3120151,Crisólita - AA
3120201,Cristais - CQ
3120300,Cristália - CQ
3120409,Cristiano Otoni - PL
3120508,Cristina - RQ
3120607,Crucilândia - LS
3120706,Cruzeiro da Fortaleza - LS
3120805,Cruzília - AA
3120839,Cuparaque - LS
3120870,Curral de Dentro - SQ
3120904,Curvelo - RQ
3121001,Datas - LF
3121100,Delfim Moreira - CQ
3121209,Delfinópolis - CQ
3121258,Delta - SE
3121308,Descoberto - SD
3121407,Desterro de Entre Rios - LF
3121506,Desterro do Melo - CQ
3121605,Diamantina - LS
3121704,Diogo de Vasconcelos - RQ
3121803,Dionísio - AA
3121902,Divinésia - SE
3122009,Divino - LF
3122108,Divino das Laranjeiras - PL
3122207,Divinolândia de Minas - RQ
3122306,Divinópolis - AA
3122355,Divisa Alegre - CQ
3122405,Divisa Nova - LF
3122454,Divisópolis - LS
3122470,Dom Bosco - SD
3122504,Dom Cavati - SD
3122603,Dom Joaquim - SD
3122702,Dom Silvério - CQ
3122801,Dom Viçoso - CQ
3122900,Dona Eusébia - RQ
3123007,Dores de Campos - CQ
3123106,Dores de Guanhães - PL
3123205,Dores do Indaiá - SD
3123304,Dores do Turvo - RQ
3123403,Doresópolis - SQ
3123502,Douradoquara - CQ
3123528,Durandé - CQ
3123601,Elói Mendes - SE
3123700,Engenheiro Caldas - SQ
3123809,Engenheiro Navarro - RQ
3123858,Entre Folhas - SD
3123908,Entre Rios de Minas - RQ
3124005,Ervália - SE
3124104,Esmeraldas - LF
3124203,Espera Feliz - LF
3124302,Espinosa - PL
3124401,Espírito Santo do Dourado - RQ
3124500,Estiva - SD
3124609,Estrela Dalva - AA
3124708,Estrela do Indaiá - SD
3124807,Estrela do Sul - LF
3124906,Eugenópolis - SD
3125002,Ewbank da Câmara - SD
3125101,Extrema - LF
3125200,Fama - SD
3125309,Faria Lemos - LS
3125408,Felício dos Santos - PL
3125606,Felisburgo - CQ
3125705,Felixlândia - SE
3125804,Fernandes Tourinho - RQ
3125903,Ferros - SD
3125952,Fervedouro - RQ
3126000,Florestal - LF
3126109,Formiga - RQ
3126208,Formoso - LS
3126307,Fortaleza de Minas - PL
3126406,Fortuna de Minas - AA
3126505,Francisco Badaró - SQ
3126604,Francisco Dumont - LS
3126703,Francisco Sá - SE
3126752,Franciscópolis - SE
3126802,Frei Gaspar - PL
3126901,Frei Inocêncio - RQ
3126950,Frei Lagonegro - LF
3127008,Fronteira - PL
3127057,Fronteira dos Vales - SE
3127073,Fruta de Leite - RQ
3127107,Frutal - PL
3127206,Funilândia - AA
3127305,Galiléia - SE
3127339,Gameleiras - SE
3127354,Glaucilândia - PL
3127370,Goiabeira - LS
3127388,Goianá - CQ
3127404,Gonçalves - PL
3127503,Gonzaga - AA
3127602,Gouveia - LS
3127701,Governador Valadares - SQ
3127800,Grão Mogol - SE
3127909,Grupiara - RQ
3128006,Guanhães - RQ
3128105,Guapé - AA
3128204,Guaraciaba - SE
3128253,Guaraciama - SD
3128303,Guaranésia - SE
3128402,Guarani - LS
3128501,Guarará - SD
3128600,Guarda-Mor - SD
3128709,Guaxupé - SQ
3128808,Guidoval - LF
3128907,Guimarânia - SD
3129004,Guiricema - RQ
3129103,Gurinhatã - SQ
3129202,Heliodora - PL
3129301,Iapu - PL
3129400,Ibertioga - SD
3129509,Ibiá - SQ
3129608,Ibiaí - AA
3129657,Ibiracatu - RQ
3129707,Ibiraci - AA
3129806,Ibirité - CQ
3129905,Ibitiúra de Minas - CQ
3130002,Ibituruna - AA
3130051,Icaraí de Minas - LS
3130101,Igarapé - RQ
3130200,Igaratinga - RQ
3130309,Iguatama - PL
3130408,Ijaci - AA
3130507,Ilicínea - PL
3130556,Imbé de Minas - LF
3130606,Inconfidentes - SE
3130655,Indaiabira - RQ
3130705,Indianópolis - CQ
3130804,Ingaí - RQ
3130903,Inhapim - LS
3131000,Inhaúma - SQ
3131109,Inimutaba - LS
3131158,Ipaba - LS
3131208,Ipanema - PL
3131307,Ipatinga - AA
3131406,Ipiaçu - SD
3131505,Ipuiúna - LF
3131604,Iraí de Minas - SQ
3131703,Itabira - SQ
3131802,Itabirinha - AA
3131901,Itabirito - RQ
3132008,Itacambira - LS
3132107,Itacarambi - LS
3132206,Itaguara - LF
3132305,Itaipé - AA
3132404,Itajubá - RQ
3132503,Itamarandiba - PL
3132602,Itamarati de Minas - RQ
3132701,Itambacuri - CQ
3132800,Itambé do Mato Dentro - RQ
3132909,Itamogi - LF
3133006,Itamonte - LS
3133105,Itanhandu - LF
3133204,Itanhomi - PL
3133303,Itaobim - CQ
3133402,Itapagipe - LS
3133501,Itapecerica - SE
3133600,Itapeva - PL
3133709,Itatiaiuçu - SQ
3133758,Itaú de Minas - SE
3133808,Itaúna - LF
3133907,Itaverava - LF
3134004,Itinga - CQ
3134103,Itueta - LS
3134202,Ituiutaba - RQ
3134301,Itumirim - PL
3134400,Iturama - SQ
3134509,Itutinga - LS
3134608,Jaboticatubas - CQ
3134707,Jacinto - SD
3134806,Jacuí - CQ
3134905,Jacutinga - PL
3135001,Jaguaraçu - RQ
3135050,Jaíba - LS
3135076,Jampruca - CQ
3135100,Janaúba - SD
3135209,Januária - LF
3135308,Japaraíba - AA
3135357,Japonvar - LF
3135407,Jeceaba - LS
3135456,Jenipapo de Minas - SD
3135506,Jequeri - RQ
3135605,Jequitaí - RQ
3135704,Jequitibá - SE
3135803,Jequitinhonha - PL
3135902,Jesuânia - LS
3136009,Joaíma - RQ
3136108,Joanésia - SQ
3136207,João Monlevade - SQ
3136306,João Pinheiro - SD
3136405,Joaquim Felício - CQ
3136504,Jordânia - PL
3136520,José Gonçalves de Minas - LS
3136553,José Raydan - SQ
3136579,Josenópolis - LF
3136652,Juatuba - SD
3136702,Juiz de Fora - AA
3136801,Juramento - PL
3136900,Juruaia - CQ
3136959,Juvenília - CQ
3137007,Ladainha - RQ
3137106,Lagamar - LF
3137205,Lagoa da Prata - SD
3137304,Lagoa dos Patos - SE
3137403,Lagoa Dourada - LS
3137502,Lagoa Formosa - SE
3137536,Lagoa Grande - RQ
3137601,Lagoa Santa - SQ
3137700,Lajinha - SQ
3137809,Lambari - SQ
3137908,Lamim - SD
3138005,Laranjal - SE
3138104,Lassance - SD
3138203,Lavras - SE
3138302,Leandro Ferreira - LF
3138351,Leme do Prado - LF
3138401,Leopoldina - SD
3138500,Liberdade - SD
3138609,Lima Duarte - SE
3138625,Limeira do Oeste - LS
3138658,Lontra - SD
3138674,Luisburgo - SQ
3138682,Luislândia - SQ
3138708,Luminárias - LS
3138807,Luz - CQ
3138906,Machacalis - CQ
3139003,Machado - CQ
3139102,Madre de Deus de Minas - SD
3139201,Malacacheta - LS
3139250,Mamonas - LS
3139300,Manga - CQ
3139409,Manhuaçu - AA
3139508,Manhumirim - RQ
3139607,Mantena - LS
3139805,Mar de Espanha - LF
3139706,Maravilhas - LF
3139904,Maria da Fé - SE
3140001,Mariana - LS
3140100,Marilac - AA
3140159,Mário Campos - SE
3140209,Maripá de Minas - LF
3140308,Marliéria - SE
3140407,Marmelópolis - LS
3140506,Martinho Campos - LS
3140530,Martins Soares - LF
3140555,Mata Verde - AA
3140605,Materlândia - RQ
3140704,Mateus Leme - SD
3171501,Mathias Lobato - LS
3140803,Matias Barbosa - SE
3140852,Matias Cardoso - LS
3140902,Matipó - SD
3141009,Mato Verde - SD
3141108,Matozinhos - SE
3141207,Matutina - SE
3141306,Medeiros - SD
3141405,Medina - PL
3141504,Mendes Pimentel - CQ
3141603,Mercês - PL
3141702,Mesquita - PL
3141801,Minas Novas - SD
3141900,Minduri - CQ
3142007,Mirabela - PL
3142106,Miradouro - LS
3142205,Miraí - PL
3142254,Miravânia - SE
3142304,Moeda - SQ
3142403,Moema - SD
3142502,Monjolos - SD
3142601,Monsenhor Paulo - RQ
3142700,Montalvânia - AA
3142809,Monte Alegre de Minas - LF
3142908,Monte Azul - SD
3143005,Monte Belo - CQ
3143104,Monte Carmelo - AA
3143153,Monte Formoso - AA
3143203,Monte Santo de Minas - SQ
3143401,Monte Sião - SE
3143302,Montes Claros - SE
3143450,Montezuma - LS
3143500,Morada Nova de Minas - SD
3143609,Morro da Garça - SE
3143708,Morro do Pilar - CQ
3143807,Munhoz - LS
3143906,Muriaé - PL
3144003,Mutum - SE
3144102,Muzambinho - AA
3144201,Nacip Raydan - LF
3144300,Nanuque - CQ
3144359,Naque - SD
3144375,Natalândia - RQ
3144409,Natércia - CQ
3144508,Nazareno - CQ
3144607,Nepomuceno - CQ
3144656,Ninheira - SD
3144672,Nova Belém - SE
3144706,Nova Era - SQ
3144805,Nova Lima - SD
3144904,Nova Módica - LS
3145000,Nova Ponte - SD
3145059,Nova Porteirinha - SQ
3145109,Nova Resende - RQ
3145208,Nova Serrana - LS
3136603,Nova União - AA
3145307,Novo Cruzeiro - RQ
3145356,Novo Oriente de Minas - PL
3145372,Novorizonte - SQ
3145406,Olaria - AA
3145455,Olhos-d Água - CQ
3145505,Olímpio Noronha - SE
3145604,Oliveira - SE
3145703,Oliveira Fortes - CQ
3145802,Onça de Pitangui - SD
3145851,Oratórios - LF
3145877,Orizânia - AA
3145901,Ouro Branco - SQ
3146008,Ouro Fino - PL
3146107,Ouro Preto - CQ
3146206,Ouro Verde de Minas - LS
3146255,Padre Carvalho - LF
3146305,Padre Paraíso - SQ
3146552,Pai Pedro - RQ
